BUSMASTER Ver 3.2.2,,,,,,
PROTOCOL CAN,,,,,,
NOTE: PLEASE DO NOT EDIT THIS DOCUMENT,,,,,,
[START LOGGING SESSION],,,,,,
START DATE AND TIME 15:1:2019 13:13:26:24,,,,,,
END DATE AND TIME 23:1:2019 14:47:40:625,,,,,,
SYSTEM MODE,,,,,,
START CHANNEL BAUD RATE,,,,,,
CHANNEL 1 - Kvaser - Kvaser Leaf Light v2 #0 (Channel 0), Serial Number- 0, Firmware- 0x00000187 0x00040004 - 250000 bps,,,,
END CHANNEL BAUD RATE,,,,,,
START DATABASE FILES,,,,,,
END DATABASE FILES,,,,,,
<Time>,<Tx/Rx>,<Channel>,<CAN ID>,<Type>,<DLC>,<DataBytes>
13:13:31:4962,Rx,1,0x5601069,x,8,1E F7 FD FF 36 00 9E C0 
13:13:31:5012,Rx,1,0x5601069,x,8,1E F7 FD FF 35 00 9E C0 
13:13:31:5072,Rx,1,0x5601069,x,8,1E F7 FD FF 35 00 9E C0 
13:13:31:5122,Rx,1,0x5601069,x,8,1E F7 FC FF 34 00 9E C0 
13:13:31:5172,Rx,1,0x5601069,x,8,1E F7 FC FF 34 00 9E C0 
13:13:31:5222,Rx,1,0x5601069,x,8,1E F7 FB FF 33 00 9E C0 
13:13:31:5272,Rx,1,0x5601069,x,8,1E F7 FB FF 33 00 9E C0 
13:13:31:5322,Rx,1,0x5601069,x,8,1D F7 FA FF 32 00 9E C0 
13:13:31:5372,Rx,1,0x5601069,x,8,1D F7 FA FF 32 00 9E C0 
13:13:31:5422,Rx,1,0x5601069,x,8,1D F7 FA FF 31 00 9E C0 
13:13:31:5472,Rx,1,0x5601069,x,8,1D F7 F9 FF 31 00 9E C0 
13:13:31:5522,Rx,1,0x5601069,x,8,1D F7 F9 FF 31 00 9E C0 
13:13:31:5582,Rx,1,0x5601069,x,8,1C F7 F9 FF 31 00 9E C0 
13:13:31:5622,Rx,1,0x5601069,x,8,1C F7 F9 FF 30 00 9E C0 
13:13:31:5672,Rx,1,0x5601069,x,8,1C F7 F9 FF 30 00 9E C0 
13:13:31:5722,Rx,1,0x5601069,x,8,1C F7 F9 FF 2F 00 9E C0 
13:13:31:5772,Rx,1,0x5601069,x,8,1B F7 F9 FF 2F 00 9E C0 
13:13:31:5832,Rx,1,0x5601069,x,8,1B F7 F9 FF 2E 00 9E C0 
13:13:31:5882,Rx,1,0x5601069,x,8,1B F7 F9 FF 2E 00 9E C0 
13:13:31:5932,Rx,1,0x5601069,x,8,1B F7 F8 FF 2D 00 9E C0 
13:13:31:5982,Rx,1,0x5601069,x,8,1B F7 F8 FF 2D 00 9E C0 
13:13:31:6032,Rx,1,0x5601069,x,8,1A F7 F8 FF 2C 00 9E C0 
13:13:31:6082,Rx,1,0x5601069,x,8,1A F7 F8 FF 2C 00 9E C0 
13:13:31:6132,Rx,1,0x5601069,x,8,1A F7 F8 FF 2B 00 9E C0 
13:13:31:6182,Rx,1,0x5601069,x,8,1A F7 F8 FF 2B 00 9E C0 
13:13:31:6232,Rx,1,0x5601069,x,8,1A F7 F8 FF 2A 00 9E C0 
13:13:31:6282,Rx,1,0x5601069,x,8,1A F7 F8 FF 2A 00 9E C0 
13:13:31:6332,Rx,1,0x5601069,x,8,1A F7 F8 FF 2A 00 9E C0 
13:13:31:6382,Rx,1,0x5601069,x,8,1A F7 F8 FF 29 00 9E C0 
13:13:31:6432,Rx,1,0x5601069,x,8,19 F7 F8 FF 29 00 9E C0 
13:13:31:6482,Rx,1,0x5601069,x,8,19 F7 F7 FF 28 00 9F C0 
13:13:31:6532,Rx,1,0x5601069,x,8,19 F7 F7 FF 28 00 9F C0 
13:13:31:6592,Rx,1,0x5601069,x,8,19 F7 F7 FF 27 00 9F C0 
13:13:31:6642,Rx,1,0x5601069,x,8,19 F7 F7 FF 27 00 9F C0 
13:13:31:6692,Rx,1,0x5601069,x,8,19 F7 F6 FF 26 00 9F C0 
13:13:31:6742,Rx,1,0x5601069,x,8,18 F7 F6 FF 26 00 9F C0 
13:13:31:6792,Rx,1,0x5601069,x,8,18 F7 F6 FF 25 00 9F C0 
13:13:31:6842,Rx,1,0x5601069,x,8,18 F7 F6 FF 25 00 9F C0 
13:13:31:6892,Rx,1,0x5601069,x,8,18 F7 F6 FF 24 00 9F C0 
13:13:31:6942,Rx,1,0x5601069,x,8,18 F7 F6 FF 24 00 9F C0 
13:13:31:6992,Rx,1,0x5601069,x,8,18 F7 F6 FF 23 00 9F C0 
13:13:31:7042,Rx,1,0x5601069,x,8,18 F7 F6 FF 23 00 9F C0 
13:13:31:7092,Rx,1,0x5601069,x,8,18 F7 F6 FF 22 00 9F C0 
13:13:31:7142,Rx,1,0x5601069,x,8,18 F7 F6 FF 22 00 9F C0 
13:13:31:7192,Rx,1,0x5601069,x,8,17 F7 F5 FF 21 00 9F C0 
13:13:31:7242,Rx,1,0x5601069,x,8,17 F7 FD FF 36 00 9E C0 
13:13:31:7292,Rx,1,0x5601069,x,8,17 F7 FC FF 35 00 9F C0 
13:13:31:7342,Rx,1,0x5601069,x,8,16 F7 FC FF 35 00 9F C0 
13:13:31:7402,Rx,1,0x5601069,x,8,16 F7 FB FF 34 00 9F C0 
13:13:31:7452,Rx,1,0x5601069,x,8,16 F7 FB FF 34 00 9F C0 
13:13:31:7502,Rx,1,0x5601069,x,8,16 F7 FA FF 33 00 9F C0 
13:13:31:7552,Rx,1,0x5601069,x,8,15 F7 FA FF 33 00 9F C0 
13:13:31:7602,Rx,1,0x5601069,x,8,15 F7 F9 FF 33 00 9F C0 
13:13:31:7652,Rx,1,0x5601069,x,8,15 F7 F9 FF 32 00 9F C0 
13:13:31:7702,Rx,1,0x5601069,x,8,15 F7 F9 FF 32 00 9F C0 
13:13:31:7752,Rx,1,0x5601069,x,8,15 F7 F9 FF 32 00 9F C0 
13:13:31:7802,Rx,1,0x5601069,x,8,15 F7 F8 FF 31 00 9F C0 
13:13:31:7852,Rx,1,0x5601069,x,8,15 F7 F8 FF 31 00 9F C0 
13:13:31:7902,Rx,1,0x5601069,x,8,15 F7 F8 FF 30 00 9F C0 
13:13:31:7952,Rx,1,0x5601069,x,8,14 F7 F8 FF 30 00 9F C0 
13:13:31:8002,Rx,1,0x5601069,x,8,14 F7 F8 FF 2F 00 9F C0 
13:13:31:8052,Rx,1,0x5601069,x,8,14 F7 F8 FF 2F 00 9F C0 
13:13:31:8122,Rx,1,0x5601069,x,8,14 F7 F8 FF 2E 00 9F C0 
13:13:31:8162,Rx,1,0x5601069,x,8,13 F7 F8 FF 2E 00 9F C0 
13:13:31:8212,Rx,1,0x5601069,x,8,13 F7 F8 FF 2E 00 9F C0 
13:13:31:8262,Rx,1,0x5601069,x,8,13 F7 F8 FF 2D 00 9F C0 
13:13:31:8312,Rx,1,0x5601069,x,8,13 F7 F8 FF 2D 00 9F C0 
13:13:31:8362,Rx,1,0x5601069,x,8,12 F7 F8 FF 2C 00 9F C0 
13:13:31:8412,Rx,1,0x5601069,x,8,12 F7 F8 FF 2C 00 9F C0 
13:13:31:8462,Rx,1,0x5601069,x,8,12 F7 F8 FF 2B 00 9F C0 
13:13:31:8512,Rx,1,0x5601069,x,8,12 F7 F8 FF 2B 00 9F C0 
13:13:31:8562,Rx,1,0x5601069,x,8,12 F7 F8 FF 2A 00 A0 C0 
13:13:31:8612,Rx,1,0x5601069,x,8,12 F7 F8 FF 2A 00 A0 C0 
13:13:31:8662,Rx,1,0x5601069,x,8,11 F7 F8 FF 29 00 A0 C0 
13:13:31:8712,Rx,1,0x5601069,x,8,11 F7 F8 FF 29 00 A0 C0 
13:13:31:8762,Rx,1,0x5601069,x,8,11 F7 F8 FF 28 00 A0 C0 
13:13:31:8812,Rx,1,0x5601069,x,8,11 F7 F8 FF 28 00 A0 C0 
13:13:31:8862,Rx,1,0x5601069,x,8,11 F7 F8 FF 27 00 A0 C0 
13:13:31:8922,Rx,1,0x5601069,x,8,11 F7 F8 FF 27 00 A0 C0 
13:13:31:8972,Rx,1,0x5601069,x,8,11 F7 F8 FF 26 00 A0 C0 
13:13:31:9022,Rx,1,0x5601069,x,8,11 F7 F8 FF 26 00 A0 C0 
13:13:31:9072,Rx,1,0x5601069,x,8,10 F7 F7 FF 25 00 A0 C0 
13:13:31:9122,Rx,1,0x5601069,x,8,10 F7 F7 FF 25 00 A0 C0 
13:13:31:9172,Rx,1,0x5601069,x,8,10 F7 F7 FF 24 00 A0 C0 
13:13:31:9222,Rx,1,0x5601069,x,8,0F F7 FF FF 39 00 A0 C0 
13:13:31:9272,Rx,1,0x5601069,x,8,0F F7 FE FF 38 00 A0 C0 
13:13:31:9322,Rx,1,0x5601069,x,8,0F F7 FE FF 38 00 A0 C0 
13:13:31:9372,Rx,1,0x5601069,x,8,0F F7 FD FF 37 00 A0 C0 
13:13:31:9422,Rx,1,0x5601069,x,8,0F F7 FD FF 37 00 A0 C0 
13:13:31:9472,Rx,1,0x5601069,x,8,0F F7 FC FF 36 00 A0 C0 
13:13:31:9522,Rx,1,0x5601069,x,8,0F F7 FC FF 36 00 A0 C0 
13:13:31:9572,Rx,1,0x5601069,x,8,0F F7 FB FF 35 00 A0 C0 
13:13:31:9622,Rx,1,0x5601069,x,8,0E F7 FB FF 35 00 A0 C0 
13:13:31:9672,Rx,1,0x5601069,x,8,0E F7 FB FF 34 00 A0 C0 
13:13:31:9732,Rx,1,0x5601069,x,8,0E F7 FA FF 34 00 A0 C0 
13:13:31:9782,Rx,1,0x5601069,x,8,0E F7 FA FF 33 00 A0 C0 
13:13:31:9832,Rx,1,0x5601069,x,8,0E F7 F9 FF 33 00 A0 C0 
13:13:31:9872,Rx,1,0x5601069,x,8,0E F7 F9 FF 32 00 A0 C0 
13:13:31:9932,Rx,1,0x5601069,x,8,0E F7 F9 FF 32 00 A0 C0 
13:13:31:9982,Rx,1,0x5601069,x,8,0D F7 F8 FF 31 00 A0 C0 
13:13:32:0032,Rx,1,0x5601069,x,8,0D F7 F8 FF 31 00 A0 C0 
13:13:32:0082,Rx,1,0x5601069,x,8,0D F7 F8 FF 30 00 A0 C0 
13:13:32:0132,Rx,1,0x5601069,x,8,0D F7 F8 FF 30 00 A0 C0 
13:13:32:0182,Rx,1,0x5601069,x,8,0C F7 F8 FF 2F 00 A0 C0 
13:13:32:0232,Rx,1,0x5601069,x,8,0C F7 F8 FF 2F 00 A0 C0 
13:13:32:0282,Rx,1,0x5601069,x,8,0C F7 F8 FF 2E 00 A0 C0 
13:13:32:0332,Rx,1,0x5601069,x,8,0C F7 F8 FF 2E 00 A0 C0 
13:13:32:0382,Rx,1,0x5601069,x,8,0B F7 F8 FF 2D 00 A0 C0 
13:13:32:0432,Rx,1,0x5601069,x,8,0B F7 F8 FF 2D 00 A0 C0 
13:13:32:0492,Rx,1,0x5601069,x,8,0B F7 F7 FF 2C 00 A0 C0 
13:13:32:0542,Rx,1,0x5601069,x,8,0B F7 F7 FF 2C 00 A1 C0 
13:13:32:0592,Rx,1,0x5601069,x,8,0A F7 F7 FF 2B 00 A1 C0 
13:13:32:0652,Rx,1,0x5601069,x,8,0A F7 F6 FF 2B 00 A1 C0 
13:13:32:0692,Rx,1,0x5601069,x,8,0A F7 F6 FF 2A 00 A1 C0 
13:13:32:0742,Rx,1,0x5601069,x,8,0A F7 F6 FF 2A 00 A1 C0 
13:13:32:0792,Rx,1,0x5601069,x,8,0A F7 F6 FF 29 00 A1 C0 
13:13:32:0842,Rx,1,0x5601069,x,8,0A F7 F6 FF 29 00 A1 C0 
13:13:32:0892,Rx,1,0x5601069,x,8,09 F7 F7 FF 3D 00 A1 C0 
13:13:32:0942,Rx,1,0x5601069,x,8,09 F7 F7 FF 3D 00 A1 C0 
13:13:32:0992,Rx,1,0x5601069,x,8,09 F7 F7 FF 3C 00 A1 C0 
13:13:32:1042,Rx,1,0x5601069,x,8,09 F7 F7 FF 3C 00 A1 C0 
13:13:32:1092,Rx,1,0x5601069,x,8,08 F7 F7 FF 3B 00 A1 C0 
13:13:32:1142,Rx,1,0x5601069,x,8,08 F7 F7 FF 3B 00 A1 C0 
13:13:32:1192,Rx,1,0x5601069,x,8,08 F7 F7 FF 3B 00 A1 C0 
13:13:32:1252,Rx,1,0x5601069,x,8,08 F7 F7 FF 3A 00 A1 C0 
13:13:32:1302,Rx,1,0x5601069,x,8,07 F7 F7 FF 3A 00 A1 C0 
13:13:32:1352,Rx,1,0x5601069,x,8,07 F7 F7 FF 39 00 A1 C0 
13:13:32:1402,Rx,1,0x5601069,x,8,07 F7 F7 FF 39 00 A1 C0 
13:13:32:1452,Rx,1,0x5601069,x,8,07 F7 F6 FF 38 00 A1 C0 
13:13:32:1502,Rx,1,0x5601069,x,8,06 F7 F6 FF 38 00 A1 C0 
13:13:32:1552,Rx,1,0x5601069,x,8,06 F7 F6 FF 38 00 A1 C0 
13:13:32:1602,Rx,1,0x5601069,x,8,06 F7 F6 FF 37 00 A1 C0 
13:13:32:1652,Rx,1,0x5601069,x,8,06 F7 F6 FF 37 00 A1 C0 
13:13:32:1702,Rx,1,0x5601069,x,8,06 F7 F6 FF 36 00 A1 C0 
13:13:32:1752,Rx,1,0x5601069,x,8,06 F7 F6 FF 36 00 A1 C0 
13:13:32:1802,Rx,1,0x5601069,x,8,06 F7 F6 FF 35 00 A1 C0 
13:13:32:1852,Rx,1,0x5601069,x,8,05 F7 F6 FF 35 00 A1 C0 
13:13:32:1902,Rx,1,0x5601069,x,8,05 F7 F5 FF 34 00 A1 C0 
13:13:32:1952,Rx,1,0x5601069,x,8,05 F7 F5 FF 34 00 A1 C0 
13:13:32:2002,Rx,1,0x5601069,x,8,05 F7 F5 FF 33 00 A1 C0 
13:13:32:2062,Rx,1,0x5601069,x,8,04 F7 F5 FF 33 00 A1 C0 
13:13:32:2112,Rx,1,0x5601069,x,8,04 F7 F4 FF 33 00 A1 C0 
13:13:32:2152,Rx,1,0x5601069,x,8,04 F7 F4 FF 32 00 A1 C0 
13:13:32:2212,Rx,1,0x5601069,x,8,04 F7 F4 FF 32 00 A1 C0 
13:13:32:2262,Rx,1,0x5601069,x,8,04 F7 F4 FF 31 00 A1 C0 
13:13:32:2312,Rx,1,0x5601069,x,8,04 F7 F4 FF 31 00 A2 C0 
13:13:32:2362,Rx,1,0x5601069,x,8,04 F7 F4 FF 30 00 A2 C0 
13:13:32:2412,Rx,1,0x5601069,x,8,04 F7 F4 FF 30 00 A2 C0 
13:13:32:2462,Rx,1,0x5601069,x,8,04 F7 F4 FF 2F 00 A2 C0 
13:13:32:2512,Rx,1,0x5601069,x,8,03 F7 F4 FF 2F 00 A2 C0 
13:13:32:2562,Rx,1,0x5601069,x,8,03 F7 F4 FF 2E 00 A2 C0 
13:13:32:2612,Rx,1,0x5601069,x,8,03 F7 F4 FF 2E 00 A2 C0 
13:13:32:2662,Rx,1,0x5601069,x,8,03 F7 F4 FF 2D 00 A2 C0 
13:13:32:2712,Rx,1,0x5601069,x,8,03 F7 F4 FF 2D 00 A2 C0 
13:13:32:2772,Rx,1,0x5601069,x,8,03 F7 F4 FF 2C 00 A2 C0 
13:13:32:2822,Rx,1,0x5601069,x,8,02 F7 F3 FF 2C 00 A2 C0 
13:13:32:2872,Rx,1,0x5601069,x,8,02 F7 F3 FF 2B 00 A2 C0 
13:13:32:2922,Rx,1,0x5601069,x,8,02 F7 F3 FF 2B 00 A2 C0 
13:13:32:2962,Rx,1,0x5601069,x,8,02 F7 F3 FF 2A 00 A2 C0 
13:13:32:3022,Rx,1,0x5601069,x,8,02 F7 F3 FF 2A 00 A2 C0 
13:13:32:3072,Rx,1,0x5601069,x,8,01 F7 F3 FF 29 00 A2 C0 
13:13:32:3122,Rx,1,0x5601069,x,8,01 F7 F3 FF 29 00 A2 C0 
13:13:32:3182,Rx,1,0x5601069,x,8,01 F7 F7 FF 3D 00 A2 C0 
13:13:32:3222,Rx,1,0x5601069,x,8,01 F7 F7 FF 3D 00 A2 C0 
13:13:32:3272,Rx,1,0x5601069,x,8,00 F7 F7 FF 3C 00 A2 C0 
13:13:32:3322,Rx,1,0x5601069,x,8,00 F7 F7 FF 3C 00 A2 C0 
13:13:32:3372,Rx,1,0x5601069,x,8,00 F7 F7 FF 3B 00 A2 C0 
13:13:32:3422,Rx,1,0x5601069,x,8,00 F7 F7 FF 3B 00 A2 C0 
13:13:32:3472,Rx,1,0x5601069,x,8,00 F7 F7 FF 3A 00 A2 C0 
13:13:32:3522,Rx,1,0x5601069,x,8,00 F7 F7 FF 3A 00 A2 C0 
13:13:32:3582,Rx,1,0x5601069,x,8,00 F7 F7 FF 39 00 A2 C0 
13:13:32:3632,Rx,1,0x5601069,x,8,00 F7 F7 FF 39 00 A2 C0 
13:13:32:3682,Rx,1,0x5601069,x,8,FF F6 F7 FF 38 00 A2 C0 
13:13:32:3732,Rx,1,0x5601069,x,8,FF F6 F7 FF 38 00 A2 C0 
13:13:32:3772,Rx,1,0x5601069,x,8,FF F6 F7 FF 37 00 A2 C0 
13:13:32:3832,Rx,1,0x5601069,x,8,FF F6 F6 FF 37 00 A2 C0 
13:13:32:3882,Rx,1,0x5601069,x,8,FF F6 F6 FF 36 00 A2 C0 
13:13:32:3932,Rx,1,0x5601069,x,8,FF F6 F6 FF 36 00 A2 C0 
13:13:32:3982,Rx,1,0x5601069,x,8,FE F6 F6 FF 35 00 A2 C0 
13:13:32:4032,Rx,1,0x5601069,x,8,FE F6 F5 FF 35 00 A2 C0 
13:13:32:4082,Rx,1,0x5601069,x,8,FE F6 F5 FF 34 00 A2 C0 
13:13:32:4132,Rx,1,0x5601069,x,8,FE F6 F5 FF 34 00 A2 C0 
13:13:32:4182,Rx,1,0x5601069,x,8,FD F6 F5 FF 33 00 A2 C0 
13:13:32:4232,Rx,1,0x5601069,x,8,FD F6 F5 FF 33 00 A2 C0 
13:13:32:4292,Rx,1,0x5601069,x,8,FD F6 F4 FF 32 00 A2 C0 
13:13:32:4332,Rx,1,0x5601069,x,8,FD F6 F4 FF 32 00 A2 C0 
13:13:32:4392,Rx,1,0x5601069,x,8,FC F6 F4 FF 31 00 A3 C0 
13:13:32:4442,Rx,1,0x5601069,x,8,FC F6 F4 FF 31 00 A3 C0 
13:13:32:4492,Rx,1,0x5601069,x,8,FC F6 F3 FF 30 00 A3 C0 
13:13:32:4542,Rx,1,0x5601069,x,8,FC F6 F3 FF 30 00 A3 C0 
13:13:32:4592,Rx,1,0x5601069,x,8,FC F6 F3 FF 2F 00 A3 C0 
13:13:32:4642,Rx,1,0x5601069,x,8,FB F6 F3 FF 2F 00 A3 C0 
13:13:32:4692,Rx,1,0x5601069,x,8,FB F6 F2 FF 2F 00 A3 C0 
13:13:32:4742,Rx,1,0x5601069,x,8,FB F6 F2 FF 2E 00 A3 C0 
13:13:32:4792,Rx,1,0x5601069,x,8,FB F6 F2 FF 2E 00 A3 C0 
13:13:32:4842,Rx,1,0x5601069,x,8,FB F6 F2 FF 2E 00 A3 C0 
13:13:32:4892,Rx,1,0x5601069,x,8,FB F6 F2 FF 2E 00 A3 C0 
13:13:32:4942,Rx,1,0x5601069,x,8,FB F6 F2 FF 2D 00 A3 C0 
13:13:32:4992,Rx,1,0x5601069,x,8,FA F6 F2 FF 2D 00 A3 C0 
13:13:32:5042,Rx,1,0x5601069,x,8,FA F6 F2 FF 2C 00 A3 C0 
13:13:32:5092,Rx,1,0x5601069,x,8,FA F6 F2 FF 2C 00 A3 C0 
13:13:32:5152,Rx,1,0x5601069,x,8,FA F6 F2 FF 2B 00 A3 C0 
13:13:32:5202,Rx,1,0x5601069,x,8,F9 F6 F2 FF 2B 00 A3 C0 
13:13:32:5252,Rx,1,0x5601069,x,8,F9 F6 F2 FF 2A 00 A3 C0 
13:13:32:5302,Rx,1,0x5601069,x,8,F9 F6 F2 FF 2A 00 A3 C0 
13:13:32:5352,Rx,1,0x5601069,x,8,F9 F6 F2 FF 29 00 A3 C0 
13:13:32:5402,Rx,1,0x5601069,x,8,F8 F6 F2 FF 29 00 A3 C0 
13:13:32:5452,Rx,1,0x5601069,x,8,F8 F6 F2 FF 28 00 A3 C0 
13:13:32:5502,Rx,1,0x5601069,x,8,F8 F6 F2 FF 28 00 A3 C0 
13:13:32:5552,Rx,1,0x5601069,x,8,F8 F6 F2 FF 27 00 A3 C0 
13:13:32:5602,Rx,1,0x5601069,x,8,F8 F6 F2 FF 27 00 A3 C0 
13:13:32:5652,Rx,1,0x5601069,x,8,F8 F6 F2 FF 27 00 A3 C0 
13:13:32:5712,Rx,1,0x5601069,x,8,F7 F6 F2 FF 26 00 A3 C0 
13:13:32:5752,Rx,1,0x5601069,x,8,F7 F6 F2 FF 26 00 A3 C0 
13:13:32:5802,Rx,1,0x5601069,x,8,F7 F6 F2 FF 25 00 A3 C0 
13:13:32:5852,Rx,1,0x5601069,x,8,F7 F6 F2 FF 25 00 A3 C0 
13:13:32:5902,Rx,1,0x5601069,x,8,F6 F6 F2 FF 24 00 A3 C0 
13:13:32:5962,Rx,1,0x5601069,x,8,F6 F6 F2 FF 24 00 A3 C0 
13:13:32:6012,Rx,1,0x5601069,x,8,F6 F6 F2 FF 23 00 A3 C0 
13:13:32:6062,Rx,1,0x5601069,x,8,F6 F6 F2 FF 23 00 A3 C0 
13:13:32:6112,Rx,1,0x5601069,x,8,F6 F6 F1 FF 22 00 A3 C0 
13:13:32:6162,Rx,1,0x5601069,x,8,F6 F6 F1 FF 22 00 A3 C0 
13:13:32:6212,Rx,1,0x5601069,x,8,F6 F6 F1 FF 21 00 A3 C0 
13:13:32:6262,Rx,1,0x5601069,x,8,F5 F6 FC FF 37 00 A3 C0 
13:13:32:6312,Rx,1,0x5601069,x,8,F5 F6 FC FF 37 00 A3 C0 
13:13:32:6362,Rx,1,0x5601069,x,8,F5 F6 FB FF 36 00 A3 C0 
13:13:32:6412,Rx,1,0x5601069,x,8,F4 F6 FB FF 36 00 A3 C0 
13:13:32:6462,Rx,1,0x5601069,x,8,F4 F6 FB FF 35 00 A4 C0 
13:13:32:6512,Rx,1,0x5601069,x,8,F4 F6 FB FF 35 00 A4 C0 
13:13:32:6562,Rx,1,0x5601069,x,8,F4 F6 FA FF 34 00 A4 C0 
13:13:32:6612,Rx,1,0x5601069,x,8,F4 F6 FA FF 34 00 A4 C0 
13:13:32:6672,Rx,1,0x5601069,x,8,F3 F6 FA FF 33 00 A4 C0 
13:13:32:6722,Rx,1,0x5601069,x,8,F3 F6 F9 FF 33 00 A4 C0 
13:13:32:6772,Rx,1,0x5601069,x,8,F3 F6 F9 FF 32 00 A4 C0 
13:13:32:6822,Rx,1,0x5601069,x,8,F4 F6 F9 FF 32 00 A4 C0 
13:13:32:6872,Rx,1,0x5601069,x,8,F3 F6 F9 FF 31 00 A4 C0 
13:13:32:6922,Rx,1,0x5601069,x,8,F3 F6 F9 FF 31 00 A4 C0 
13:13:32:6972,Rx,1,0x5601069,x,8,F3 F6 F8 FF 30 00 A4 C0 
13:13:32:7012,Rx,1,0x5601069,x,8,F3 F6 F8 FF 30 00 A4 C0 
13:13:32:7072,Rx,1,0x5601069,x,8,F3 F6 F8 FF 2F 00 A4 C0 
13:13:32:7122,Rx,1,0x5601069,x,8,F3 F6 F8 FF 2F 00 A4 C0 
13:13:32:7172,Rx,1,0x5601069,x,8,F3 F6 F8 FF 2E 00 A4 C0 
13:13:32:7222,Rx,1,0x5601069,x,8,F2 F6 F8 FF 2E 00 A4 C0 
13:13:32:7272,Rx,1,0x5601069,x,8,F2 F6 F8 FF 2D 00 A4 C0 
13:13:32:7322,Rx,1,0x5601069,x,8,F2 F6 F8 FF 2D 00 A4 C0 
13:13:32:7372,Rx,1,0x5601069,x,8,F2 F6 F8 FF 2C 00 A4 C0 
13:13:32:7422,Rx,1,0x5601069,x,8,F2 F6 F8 FF 2C 00 A4 C0 
13:13:32:7482,Rx,1,0x5601069,x,8,F2 F6 F8 FF 2B 00 A4 C0 
13:13:32:7532,Rx,1,0x5601069,x,8,F2 F6 F8 FF 2B 00 A4 C0 
13:13:32:7582,Rx,1,0x5601069,x,8,F2 F6 F7 FF 2A 00 A4 C0 
13:13:32:7632,Rx,1,0x5601069,x,8,F1 F6 F7 FF 2A 00 A4 C0 
13:13:32:7682,Rx,1,0x5601069,x,8,F1 F6 F7 FF 29 00 A4 C0 
13:13:32:7732,Rx,1,0x5601069,x,8,F1 F6 F7 FF 29 00 A4 C0 
13:13:32:7782,Rx,1,0x5601069,x,8,F1 F6 F7 FF 28 00 A4 C0 
13:13:32:7832,Rx,1,0x5601069,x,8,F0 F6 F7 FF 28 00 A4 C0 
13:13:32:7882,Rx,1,0x5601069,x,8,F0 F6 F7 FF 27 00 A4 C0 
13:13:32:7932,Rx,1,0x5601069,x,8,F0 F6 F7 FF 27 00 A4 C0 
13:13:32:7982,Rx,1,0x5601069,x,8,F0 F6 F7 FF 27 00 A4 C0 
13:13:32:8032,Rx,1,0x5601069,x,8,EF F6 F7 FF 26 00 A4 C0 
13:13:32:8082,Rx,1,0x5601069,x,8,EF F6 F7 FF 26 00 A4 C0 
13:13:32:8132,Rx,1,0x5601069,x,8,EF F6 F7 FF 25 00 A4 C0 
13:13:32:8182,Rx,1,0x5601069,x,8,EF F6 F7 FF 25 00 A4 C0 
13:13:32:8252,Rx,1,0x5601069,x,8,EE F6 F8 FF 3C 00 A4 C0 
13:13:32:8292,Rx,1,0x5601069,x,8,EE F6 F8 FF 3B 00 A5 C0 
13:13:32:8332,Rx,1,0x5601069,x,8,EE F6 F8 FF 3B 00 A5 C0 
13:13:32:8392,Rx,1,0x5601069,x,8,EE F6 F8 FF 3B 00 A5 C0 
13:13:32:8442,Rx,1,0x5601069,x,8,ED F6 F8 FF 3B 00 A5 C0 
13:13:32:8492,Rx,1,0x5601069,x,8,ED F6 F8 FF 3A 00 A5 C0 
13:13:32:8542,Rx,1,0x5601069,x,8,ED F6 F7 FF 3A 00 A5 C0 
13:13:32:8592,Rx,1,0x5601069,x,8,ED F6 F7 FF 39 00 A5 C0 
13:13:32:8642,Rx,1,0x5601069,x,8,EC F6 F7 FF 39 00 A5 C0 
13:13:32:8692,Rx,1,0x5601069,x,8,EC F6 F7 FF 38 00 A5 C0 
13:13:32:8742,Rx,1,0x5601069,x,8,EC F6 F6 FF 38 00 A5 C0 
13:13:32:8792,Rx,1,0x5601069,x,8,EC F6 F6 FF 37 00 A5 C0 
13:13:32:8842,Rx,1,0x5601069,x,8,EB F6 F6 FF 37 00 A5 C0 
13:13:32:8892,Rx,1,0x5601069,x,8,EB F6 F6 FF 36 00 A5 C0 
13:13:32:8942,Rx,1,0x5601069,x,8,EB F6 F6 FF 36 00 A5 C0 
13:13:32:8992,Rx,1,0x5601069,x,8,EB F6 F6 FF 35 00 A5 C0 
13:13:32:9042,Rx,1,0x5601069,x,8,EB F6 F6 FF 35 00 A5 C0 
13:13:32:9102,Rx,1,0x5601069,x,8,EB F6 F6 FF 34 00 A5 C0 
13:13:32:9152,Rx,1,0x5601069,x,8,EB F6 F6 FF 34 00 A5 C0 
13:13:32:9202,Rx,1,0x5601069,x,8,EB F6 F6 FF 34 00 A5 C0 
13:13:32:9252,Rx,1,0x5601069,x,8,EB F6 F6 FF 33 00 A5 C0 
13:13:32:9302,Rx,1,0x5601069,x,8,EA F6 F6 FF 33 00 A5 C0 
13:13:32:9352,Rx,1,0x5601069,x,8,EA F6 F5 FF 33 00 A5 C0 
13:13:32:9402,Rx,1,0x5601069,x,8,EA F6 F5 FF 32 00 A5 C0 
13:13:32:9452,Rx,1,0x5601069,x,8,EA F6 F5 FF 32 00 A5 C0 
13:13:32:9502,Rx,1,0x5601069,x,8,EA F6 F5 FF 31 00 A5 C0 
