BUSMASTER Ver 3.2.2,,,,,,
PROTOCOL CAN,,,,,,
NOTE: PLEASE DO NOT EDIT THIS DOCUMENT,,,,,,
[START LOGGING SESSION],,,,,,
START DATE AND TIME 15:1:2019 13:13:26:24,,,,,,
END DATE AND TIME 23:1:2019 14:47:40:625,,,,,,
SYSTEM MODE,,,,,,
START CHANNEL BAUD RATE,,,,,,
CHANNEL 1 - Kvaser - Kvaser Leaf Light v2 #0 (Channel 0), Serial Number- 0, Firmware- 0x00000187 0x00040004 - 250000 bps,,,,
END CHANNEL BAUD RATE,,,,,,
START DATABASE FILES,,,,,,
END DATABASE FILES,,,,,,
<Time>,<Tx/Rx>,<Channel>,<CAN ID>,<Type>,<DLC>,<DataBytes>
13:13:34:0142,Rx,1,0x5601069,x,8,C6 F6 F8 FF 29 00 AA C0 
13:13:34:0192,Rx,1,0x5601069,x,8,C6 F6 F8 FF 29 00 AA C0 
13:13:34:0242,Rx,1,0x5601069,x,8,C6 F6 F8 FF 28 00 AA C0 
13:13:34:0292,Rx,1,0x5601069,x,8,C6 F6 F8 FF 28 00 AA C0 
13:13:34:0342,Rx,1,0x5601069,x,8,C6 F6 F8 FF 27 00 AA C0 
13:13:34:0392,Rx,1,0x5601069,x,8,C5 F6 F8 FF 27 00 AA C0 
13:13:34:0442,Rx,1,0x5601069,x,8,C5 F6 F8 FF 26 00 AB C0 
13:13:34:0492,Rx,1,0x5601069,x,8,C5 F6 F8 FF 26 00 AB C0 
13:13:34:0542,Rx,1,0x5601069,x,8,C5 F6 F8 FF 26 00 AB C0 
13:13:34:0592,Rx,1,0x5601069,x,8,C4 F6 F8 FF 25 00 AB C0 
13:13:34:0652,Rx,1,0x5601069,x,8,C4 F6 F8 FF 25 00 AB C0 
13:13:34:0702,Rx,1,0x5601069,x,8,C4 F6 F7 FF 24 00 AB C0 
13:13:34:0752,Rx,1,0x5601069,x,8,C4 F6 F7 FF 24 00 AB C0 
13:13:34:0802,Rx,1,0x5601069,x,8,C3 F6 F7 FF 23 00 AB C0 
13:13:34:0852,Rx,1,0x5601069,x,8,C3 F6 F7 FF 23 00 AB C0 
13:13:34:0912,Rx,1,0x5601069,x,8,C3 F6 F7 FF 22 00 AB C0 
13:13:34:0952,Rx,1,0x5601069,x,8,C3 F6 F7 FF 22 00 AB C0 
13:13:34:1002,Rx,1,0x5601069,x,8,C2 F6 FB FF 36 00 AB C0 
13:13:34:1052,Rx,1,0x5601069,x,8,C2 F6 FB FF 35 00 AB C0 
13:13:34:1102,Rx,1,0x5601069,x,8,C2 F6 FA FF 35 00 AB C0 
13:13:34:1152,Rx,1,0x5601069,x,8,C2 F6 FA FF 34 00 AB C0 
13:13:34:1202,Rx,1,0x5601069,x,8,C1 F6 FA FF 34 00 AB C0 
13:13:34:1252,Rx,1,0x5601069,x,8,C1 F6 FA FF 33 00 AB C0 
13:13:34:1302,Rx,1,0x5601069,x,8,C1 F6 F9 FF 33 00 AB C0 
13:13:34:1352,Rx,1,0x5601069,x,8,C1 F6 F9 FF 32 00 AB C0 
13:13:34:1402,Rx,1,0x5601069,x,8,C1 F6 F9 FF 32 00 AB C0 
13:13:34:1452,Rx,1,0x5601069,x,8,C1 F6 F9 FF 31 00 AB C0 
13:13:34:1512,Rx,1,0x5601069,x,8,C1 F6 F9 FF 31 00 AB C0 
13:13:34:1562,Rx,1,0x5601069,x,8,C1 F6 F9 FF 30 00 AB C0 
13:13:34:1612,Rx,1,0x5601069,x,8,C1 F6 F9 FF 30 00 AB C0 
13:13:34:1662,Rx,1,0x5601069,x,8,C0 F6 F8 FF 2F 00 AB C0 
13:13:34:1712,Rx,1,0x5601069,x,8,C0 F6 F8 FF 2F 00 AB C0 
13:13:34:1762,Rx,1,0x5601069,x,8,C0 F6 F8 FF 2E 00 AB C0 
13:13:34:1812,Rx,1,0x5601069,x,8,C0 F6 F8 FF 2E 00 AB C0 
13:13:34:1862,Rx,1,0x5601069,x,8,BF F6 F7 FF 2D 00 AB C0 
13:13:34:1912,Rx,1,0x5601069,x,8,BF F6 F7 FF 2D 00 AB C0 
13:13:34:1962,Rx,1,0x5601069,x,8,BF F6 F7 FF 2C 00 AB C0 
13:13:34:2012,Rx,1,0x5601069,x,8,BF F6 F7 FF 2C 00 AB C0 
13:13:34:2062,Rx,1,0x5601069,x,8,BF F6 F7 FF 2B 00 AB C0 
13:13:34:2112,Rx,1,0x5601069,x,8,BF F6 F7 FF 2B 00 AB C0 
13:13:34:2172,Rx,1,0x5601069,x,8,BF F6 F7 FF 2A 00 AB C0 
13:13:34:2222,Rx,1,0x5601069,x,8,BE F6 F7 FF 2A 00 AC C0 
13:13:34:2272,Rx,1,0x5601069,x,8,BE F6 F6 FF 2A 00 AC C0 
13:13:34:2322,Rx,1,0x5601069,x,8,BE F6 F6 FF 2A 00 AC C0 
13:13:34:2372,Rx,1,0x5601069,x,8,BE F6 F6 FF 29 00 AC C0 
13:13:34:2422,Rx,1,0x5601069,x,8,BE F6 F6 FF 29 00 AC C0 
13:13:34:2472,Rx,1,0x5601069,x,8,BD F6 F5 FF 29 00 AC C0 
13:13:34:2522,Rx,1,0x5601069,x,8,BD F6 F5 FF 28 00 AC C0 
13:13:34:2572,Rx,1,0x5601069,x,8,BD F6 F5 FF 28 00 AC C0 
13:13:34:2622,Rx,1,0x5601069,x,8,BD F6 F5 FF 28 00 AC C0 
13:13:34:2672,Rx,1,0x5601069,x,8,BC F6 F4 FF 28 00 AC C0 
13:13:34:2722,Rx,1,0x5601069,x,8,BC F6 F4 FF 27 00 AC C0 
13:13:34:2772,Rx,1,0x5601069,x,8,BC F6 F4 FF 27 00 AC C0 
13:13:34:2822,Rx,1,0x5601069,x,8,BC F6 F4 FF 27 00 AC C0 
13:13:34:2872,Rx,1,0x5601069,x,8,BB F6 FB FF 3B 00 AC C0 
13:13:34:2922,Rx,1,0x5601069,x,8,BB F6 FB FF 3A 00 AC C0 
13:13:34:2982,Rx,1,0x5601069,x,8,BB F6 FB FF 3A 00 AC C0 
13:13:34:3032,Rx,1,0x5601069,x,8,BB F6 FA FF 39 00 AC C0 
13:13:34:3082,Rx,1,0x5601069,x,8,BB F6 FA FF 39 00 AC C0 
13:13:34:3132,Rx,1,0x5601069,x,8,BB F6 F9 FF 38 00 AC C0 
13:13:34:3182,Rx,1,0x5601069,x,8,BB F6 F9 FF 38 00 AC C0 
13:13:34:3232,Rx,1,0x5601069,x,8,BA F6 F9 FF 37 00 AC C0 
13:13:34:3282,Rx,1,0x5601069,x,8,BA F6 F9 FF 37 00 AC C0 
13:13:34:3332,Rx,1,0x5601069,x,8,BA F6 F9 FF 36 00 AC C0 
13:13:34:3382,Rx,1,0x5601069,x,8,BA F6 F9 FF 36 00 AC C0 
13:13:34:3442,Rx,1,0x5601069,x,8,BA F6 F8 FF 36 00 AC C0 
13:13:34:3482,Rx,1,0x5601069,x,8,BA F6 F8 FF 35 00 AC C0 
13:13:34:3532,Rx,1,0x5601069,x,8,BA F6 F8 FF 35 00 AC C0 
13:13:34:3582,Rx,1,0x5601069,x,8,BA F6 F8 FF 34 00 AC C0 
13:13:34:3632,Rx,1,0x5601069,x,8,BA F6 F7 FF 34 00 AC C0 
13:13:34:3682,Rx,1,0x5601069,x,8,B9 F6 F7 FF 33 00 AC C0 
13:13:34:3732,Rx,1,0x5601069,x,8,B9 F6 F7 FF 33 00 AC C0 
13:13:34:3792,Rx,1,0x5601069,x,8,B9 F6 F7 FF 32 00 AC C0 
13:13:34:3842,Rx,1,0x5601069,x,8,B9 F6 F7 FF 32 00 AC C0 
13:13:34:3892,Rx,1,0x5601069,x,8,B9 F6 F7 FF 31 00 AC C0 
13:13:34:3942,Rx,1,0x5601069,x,8,B9 F6 F7 FF 31 00 AC C0 
13:13:34:3992,Rx,1,0x5601069,x,8,B9 F6 F7 FF 30 00 AC C0 
13:13:34:4042,Rx,1,0x5601069,x,8,B9 F6 F7 FF 30 00 AC C0 
13:13:34:4092,Rx,1,0x5601069,x,8,B8 F6 F7 FF 2F 00 AC C0 
13:13:34:4132,Rx,1,0x5601069,x,8,B8 F6 F7 FF 2F 00 AC C0 
13:13:34:4192,Rx,1,0x5601069,x,8,B8 F6 F7 FF 2E 00 AC C0 
13:13:34:4242,Rx,1,0x5601069,x,8,B8 F6 F6 FF 2E 00 AC C0 
13:13:34:4292,Rx,1,0x5601069,x,8,B8 F6 F6 FF 2D 00 AC C0 
13:13:34:4342,Rx,1,0x5601069,x,8,B8 F6 F6 FF 2D 00 AC C0 
13:13:34:4392,Rx,1,0x5601069,x,8,B7 F6 F6 FF 2D 00 AD C0 
13:13:34:4442,Rx,1,0x5601069,x,8,B7 F6 F5 FF 2C 00 AD C0 
13:13:34:4492,Rx,1,0x5601069,x,8,B7 F6 F5 FF 2C 00 AD C0 
13:13:34:4542,Rx,1,0x5601069,x,8,B7 F6 F5 FF 2C 00 AD C0 
13:13:34:4602,Rx,1,0x5601069,x,8,B6 F6 F5 FF 2B 00 AD C0 
13:13:34:4652,Rx,1,0x5601069,x,8,B6 F6 F5 FF 2B 00 AD C0 
13:13:34:4702,Rx,1,0x5601069,x,8,B6 F6 F5 FF 2A 00 AD C0 
13:13:34:4752,Rx,1,0x5601069,x,8,B6 F6 F4 FF 2A 00 AD C0 
13:13:34:4802,Rx,1,0x5601069,x,8,B6 F6 F4 FF 29 00 AD C0 
13:13:34:4852,Rx,1,0x5601069,x,8,B6 F6 F4 FF 29 00 AD C0 
13:13:34:4902,Rx,1,0x5601069,x,8,B6 F6 F4 FF 28 00 AD C0 
13:13:34:4952,Rx,1,0x5601069,x,8,B6 F6 F3 FF 28 00 AD C0 
13:13:34:5002,Rx,1,0x5601069,x,8,B5 F6 F3 FF 27 00 AD C0 
13:13:34:5052,Rx,1,0x5601069,x,8,B5 F6 F3 FF 27 00 AD C0 
13:13:34:5102,Rx,1,0x5601069,x,8,B5 F6 F3 FF 26 00 AD C0 
13:13:34:5152,Rx,1,0x5601069,x,8,B5 F6 F3 FF 26 00 AD C0 
13:13:34:5202,Rx,1,0x5601069,x,8,B4 F6 F3 FF 25 00 AD C0 
13:13:34:5252,Rx,1,0x5601069,x,8,B4 F6 F3 FF 25 00 AD C0 
13:13:34:5312,Rx,1,0x5601069,x,8,B4 F6 F3 FF 24 00 AD C0 
13:13:34:5362,Rx,1,0x5601069,x,8,B4 F6 F3 FF 24 00 AD C0 
13:13:34:5412,Rx,1,0x5601069,x,8,B3 F6 F3 FF 23 00 AD C0 
13:13:34:5462,Rx,1,0x5601069,x,8,B3 F6 F3 FF 23 00 AD C0 
13:13:34:5512,Rx,1,0x5601069,x,8,B3 F6 FF FF 38 00 AD C0 
13:13:34:5562,Rx,1,0x5601069,x,8,B2 F6 FF FF 37 00 AD C0 
13:13:34:5612,Rx,1,0x5601069,x,8,B2 F6 FE FF 37 00 AD C0 
13:13:34:5662,Rx,1,0x5601069,x,8,B2 F6 FE FF 36 00 AD C0 
13:13:34:5712,Rx,1,0x5601069,x,8,B2 F6 FD FF 36 00 AD C0 
13:13:34:5762,Rx,1,0x5601069,x,8,B1 F6 FD FF 35 00 AD C0 
13:13:34:5812,Rx,1,0x5601069,x,8,B1 F6 FC FF 35 00 AD C0 
13:13:34:5862,Rx,1,0x5601069,x,8,B1 F6 FC FF 34 00 AD C0 
13:13:34:5912,Rx,1,0x5601069,x,8,B1 F6 FB FF 34 00 AD C0 
13:13:34:5982,Rx,1,0x5601069,x,8,B1 F6 FB FF 34 00 AD C0 
13:13:34:6022,Rx,1,0x5601069,x,8,B0 F6 FA FF 33 00 AD C0 
13:13:34:6062,Rx,1,0x5601069,x,8,B0 F6 FA FF 33 00 AD C0 
13:13:34:6122,Rx,1,0x5601069,x,8,B0 F6 F9 FF 33 00 AD C0 
13:13:34:6172,Rx,1,0x5601069,x,8,B0 F6 F9 FF 32 00 AE C0 
13:13:34:6222,Rx,1,0x5601069,x,8,B0 F6 F9 FF 32 00 AE C0 
13:13:34:6272,Rx,1,0x5601069,x,8,B0 F6 F9 FF 32 00 AE C0 
13:13:34:6322,Rx,1,0x5601069,x,8,B0 F6 F9 FF 31 00 AE C0 
13:13:34:6372,Rx,1,0x5601069,x,8,AF F6 F9 FF 31 00 AE C0 
13:13:34:6422,Rx,1,0x5601069,x,8,AF F6 F9 FF 30 00 AE C0 
13:13:34:6472,Rx,1,0x5601069,x,8,AF F6 F9 FF 30 00 AE C0 
13:13:34:6522,Rx,1,0x5601069,x,8,AF F6 F9 FF 2F 00 AE C0 
13:13:34:6572,Rx,1,0x5601069,x,8,AF F6 F9 FF 2F 00 AE C0 
13:13:34:6622,Rx,1,0x5601069,x,8,AE F6 F8 FF 2E 00 AE C0 
13:13:34:6672,Rx,1,0x5601069,x,8,AE F6 F8 FF 2E 00 AE C0 
13:13:34:6722,Rx,1,0x5601069,x,8,AE F6 F8 FF 2D 00 AE C0 
13:13:34:6772,Rx,1,0x5601069,x,8,AE F6 F8 FF 2D 00 AE C0 
13:13:34:6822,Rx,1,0x5601069,x,8,AD F6 F8 FF 2C 00 AE C0 
13:13:34:6882,Rx,1,0x5601069,x,8,AD F6 F8 FF 2C 00 AE C0 
13:13:34:6932,Rx,1,0x5601069,x,8,AD F6 F8 FF 2B 00 AE C0 
13:13:34:6982,Rx,1,0x5601069,x,8,AD F6 F8 FF 2B 00 AE C0 
13:13:34:7032,Rx,1,0x5601069,x,8,AD F6 F8 FF 2A 00 AE C0 
13:13:34:7082,Rx,1,0x5601069,x,8,AD F6 F8 FF 2A 00 AE C0 
13:13:34:7132,Rx,1,0x5601069,x,8,AD F6 F8 FF 29 00 AE C0 
13:13:34:7182,Rx,1,0x5601069,x,8,AD F6 F8 FF 29 00 AE C0 
13:13:34:7232,Rx,1,0x5601069,x,8,AD F6 F8 FF 28 00 AE C0 
13:13:34:7282,Rx,1,0x5601069,x,8,AD F6 F8 FF 28 00 AE C0 
13:13:34:7332,Rx,1,0x5601069,x,8,AD F6 F8 FF 28 00 AE C0 
13:13:34:7382,Rx,1,0x5601069,x,8,AD F6 F7 FF 27 00 AE C0 
13:13:34:7432,Rx,1,0x5601069,x,8,AC F6 F7 FF 27 00 AE C0 
13:13:34:7482,Rx,1,0x5601069,x,8,AC F6 F7 FF 26 00 AE C0 
13:13:34:7532,Rx,1,0x5601069,x,8,AC F6 F7 FF 26 00 AE C0 
13:13:34:7582,Rx,1,0x5601069,x,8,AC F6 F7 FF 25 00 AE C0 
13:13:34:7632,Rx,1,0x5601069,x,8,AC F6 F7 FF 25 00 AE C0 
13:13:34:7692,Rx,1,0x5601069,x,8,AC F6 F6 FF 24 00 AE C0 
13:13:34:7742,Rx,1,0x5601069,x,8,AB F6 F6 FF 24 00 AE C0 
13:13:34:7782,Rx,1,0x5601069,x,8,AB F6 F6 FF 23 00 AE C0 
13:13:34:7842,Rx,1,0x5601069,x,8,AB F6 F6 FF 23 00 AE C0 
13:13:34:7892,Rx,1,0x5601069,x,8,AB F6 F6 FF 22 00 AE C0 
13:13:34:7942,Rx,1,0x5601069,x,8,AB F6 F8 FF 36 00 AE C0 
13:13:34:7992,Rx,1,0x5601069,x,8,AB F6 F7 FF 36 00 AE C0 
13:13:34:8042,Rx,1,0x5601069,x,8,AB F6 F7 FF 35 00 AE C0 
13:13:34:8092,Rx,1,0x5601069,x,8,AA F6 F7 FF 35 00 AF C0 
13:13:34:8142,Rx,1,0x5601069,x,8,AA F6 F7 FF 34 00 AF C0 
13:13:34:8192,Rx,1,0x5601069,x,8,AA F6 F7 FF 34 00 AF C0 
13:13:34:8242,Rx,1,0x5601069,x,8,AA F6 F7 FF 34 00 AF C0 
13:13:34:8292,Rx,1,0x5601069,x,8,AA F6 F7 FF 33 00 AE C0 
13:13:34:8342,Rx,1,0x5601069,x,8,AA F6 F7 FF 33 00 AE C0 
13:13:34:8392,Rx,1,0x5601069,x,8,AA F6 F6 FF 32 00 AF C0 
13:13:34:8452,Rx,1,0x5601069,x,8,A9 F6 F6 FF 32 00 AF C0 
13:13:34:8512,Rx,1,0x5601069,x,8,A9 F6 F6 FF 31 00 AF C0 
13:13:34:8552,Rx,1,0x5601069,x,8,A9 F6 F6 FF 31 00 AF C0 
13:13:34:8602,Rx,1,0x5601069,x,8,A9 F6 F6 FF 30 00 AF C0 
13:13:34:8652,Rx,1,0x5601069,x,8,A8 F6 F6 FF 30 00 AF C0 
13:13:34:8702,Rx,1,0x5601069,x,8,A8 F6 F6 FF 2F 00 AF C0 
13:13:34:8752,Rx,1,0x5601069,x,8,A8 F6 F6 FF 2F 00 AF C0 
13:13:34:8802,Rx,1,0x5601069,x,8,A8 F6 F6 FF 2E 00 AF C0 
13:13:34:8852,Rx,1,0x5601069,x,8,A7 F6 F5 FF 2E 00 AF C0 
13:13:34:8902,Rx,1,0x5601069,x,8,A7 F6 F5 FF 2D 00 AF C0 
13:13:34:8952,Rx,1,0x5601069,x,8,A7 F6 F5 FF 2D 00 AF C0 
13:13:34:9002,Rx,1,0x5601069,x,8,A7 F6 F5 FF 2C 00 AF C0 
13:13:34:9052,Rx,1,0x5601069,x,8,A6 F6 F4 FF 2C 00 AF C0 
13:13:34:9102,Rx,1,0x5601069,x,8,A6 F6 F4 FF 2C 00 AF C0 
13:13:34:9152,Rx,1,0x5601069,x,8,A6 F6 F4 FF 2B 00 AF C0 
13:13:34:9202,Rx,1,0x5601069,x,8,A6 F6 F4 FF 2B 00 AF C0 
13:13:34:9262,Rx,1,0x5601069,x,8,A6 F6 F4 FF 2A 00 AF C0 
13:13:34:9312,Rx,1,0x5601069,x,8,A6 F6 F4 FF 2A 00 AF C0 
13:13:34:9362,Rx,1,0x5601069,x,8,A5 F6 F4 FF 29 00 AF C0 
13:13:34:9412,Rx,1,0x5601069,x,8,A5 F6 F7 FF 3D 00 AF C0 
13:13:34:9462,Rx,1,0x5601069,x,8,A5 F6 F7 FF 3D 00 AF C0 
13:13:34:9502,Rx,1,0x5601069,x,8,A5 F6 F7 FF 3C 00 AF C0 
13:13:34:9562,Rx,1,0x5601069,x,8,A4 F6 F6 FF 3C 00 AF C0 
13:13:34:9612,Rx,1,0x5601069,x,8,A4 F6 F6 FF 3B 00 AF C0 
13:13:34:9662,Rx,1,0x5601069,x,8,A4 F6 F6 FF 3B 00 AF C0 
13:13:34:9712,Rx,1,0x5601069,x,8,A4 F6 F6 FF 3A 00 B0 C0 
13:13:34:9762,Rx,1,0x5601069,x,8,A3 F6 F5 FF 3A 00 B0 C0 
13:13:34:9812,Rx,1,0x5601069,x,8,A3 F6 F5 FF 39 00 B0 C0 
13:13:34:9862,Rx,1,0x5601069,x,8,A3 F6 F5 FF 39 00 B0 C0 
13:13:34:9912,Rx,1,0x5601069,x,8,A3 F6 F5 FF 38 00 B0 C0 
13:13:34:9972,Rx,1,0x5601069,x,8,A2 F6 F5 FF 38 00 B0 C0 
13:13:35:0022,Rx,1,0x5601069,x,8,A2 F6 F5 FF 37 00 B0 C0 
13:13:35:0072,Rx,1,0x5601069,x,8,A2 F6 F5 FF 37 00 B0 C0 
13:13:35:0122,Rx,1,0x5601069,x,8,A2 F6 F4 FF 36 00 B0 C0 
13:13:35:0172,Rx,1,0x5601069,x,8,A1 F6 F4 FF 36 00 B0 C0 
13:13:35:0222,Rx,1,0x5601069,x,8,A1 F6 F4 FF 35 00 B0 C0 
13:13:35:0272,Rx,1,0x5601069,x,8,A1 F6 F4 FF 35 00 B0 C0 
13:13:35:0322,Rx,1,0x5601069,x,8,A1 F6 F3 FF 34 00 B0 C0 
13:13:35:0372,Rx,1,0x5601069,x,8,A0 F6 F3 FF 34 00 B0 C0 
13:13:35:0422,Rx,1,0x5601069,x,8,A0 F6 F3 FF 33 00 B0 C0 
13:13:35:0472,Rx,1,0x5601069,x,8,A0 F6 F3 FF 33 00 B0 C0 
13:13:35:0522,Rx,1,0x5601069,x,8,A0 F6 F3 FF 33 00 B0 C0 
13:13:35:0572,Rx,1,0x5601069,x,8,A0 F6 F3 FF 32 00 B0 C0 
13:13:35:0622,Rx,1,0x5601069,x,8,A0 F6 F3 FF 32 00 B0 C0 
13:13:35:0682,Rx,1,0x5601069,x,8,9F F6 07 00 2D 00 B0 C0 
13:13:35:0722,Rx,1,0x5601069,x,8,9F F6 06 00 2C 00 B0 C0 
13:13:35:0782,Rx,1,0x5601069,x,8,9F F6 06 00 2C 00 B0 C0 
13:13:35:0822,Rx,1,0x5601069,x,8,9F F6 05 00 2B 00 B0 C0 
13:13:35:0882,Rx,1,0x5601069,x,8,9E F6 05 00 2B 00 B0 C0 
13:13:35:0932,Rx,1,0x5601069,x,8,9E F6 05 00 2A 00 B0 C0 
13:13:35:0982,Rx,1,0x5601069,x,8,9E F6 05 00 2A 00 B0 C0 
13:13:35:1042,Rx,1,0x5601069,x,8,9E F6 04 00 29 00 B0 C0 
13:13:35:1082,Rx,1,0x5601069,x,8,9D F6 04 00 29 00 B0 C0 
13:13:35:1132,Rx,1,0x5601069,x,8,9D F6 04 00 28 00 B0 C0 
13:13:35:1182,Rx,1,0x5601069,x,8,9D F6 04 00 28 00 B0 C0 
13:13:35:1232,Rx,1,0x5601069,x,8,9D F6 03 00 28 00 B0 C0 
13:13:35:1282,Rx,1,0x5601069,x,8,9D F6 03 00 27 00 B0 C0 
13:13:35:1332,Rx,1,0x5601069,x,8,9D F6 03 00 27 00 B0 C0 
13:13:35:1382,Rx,1,0x5601069,x,8,9D F6 02 00 27 00 B0 C0 
13:13:35:1432,Rx,1,0x5601069,x,8,9D F6 02 00 26 00 B0 C0 
13:13:35:1482,Rx,1,0x5601069,x,8,9C F6 01 00 26 00 B0 C0 
13:13:35:1542,Rx,1,0x5601069,x,8,9C F6 01 00 25 00 B0 C0 
13:13:35:1592,Rx,1,0x5601069,x,8,9C F6 F8 FF 3C 00 B0 C0 
13:13:35:1642,Rx,1,0x5601069,x,8,9C F6 F8 FF 3B 00 B1 C0 
13:13:35:1692,Rx,1,0x5601069,x,8,9C F6 F8 FF 3B 00 B1 C0 
13:13:35:1742,Rx,1,0x5601069,x,8,9B F6 F7 FF 3B 00 B1 C0 
13:13:35:1792,Rx,1,0x5601069,x,8,9B F6 F7 FF 3A 00 B1 C0 
13:13:35:1842,Rx,1,0x5601069,x,8,9B F6 F7 FF 3A 00 B1 C0 
13:13:35:1892,Rx,1,0x5601069,x,8,9B F6 F7 FF 39 00 B1 C0 
13:13:35:1942,Rx,1,0x5601069,x,8,9A F6 F6 FF 39 00 B1 C0 
13:13:35:1992,Rx,1,0x5601069,x,8,9A F6 F6 FF 38 00 B1 C0 
13:13:35:2042,Rx,1,0x5601069,x,8,9A F6 F6 FF 38 00 B1 C0 
13:13:35:2092,Rx,1,0x5601069,x,8,9A F6 F6 FF 37 00 B1 C0 
13:13:35:2142,Rx,1,0x5601069,x,8,99 F6 F6 FF 37 00 B1 C0 
13:13:35:2192,Rx,1,0x5601069,x,8,99 F6 F6 FF 36 00 B1 C0 
13:13:35:2242,Rx,1,0x5601069,x,8,99 F6 F6 FF 36 00 B1 C0 
13:13:35:2292,Rx,1,0x5601069,x,8,99 F6 F6 FF 35 00 B1 C0 
13:13:35:2352,Rx,1,0x5601069,x,8,99 F6 F5 FF 35 00 B1 C0 
13:13:35:2402,Rx,1,0x5601069,x,8,99 F6 F5 FF 34 00 B1 C0 
13:13:35:2452,Rx,1,0x5601069,x,8,99 F6 F5 FF 34 00 B1 C0 
13:13:35:2502,Rx,1,0x5601069,x,8,99 F6 F5 FF 34 00 B1 C0 
13:13:35:2552,Rx,1,0x5601069,x,8,99 F6 F4 FF 33 00 B1 C0 
13:13:35:2602,Rx,1,0x5601069,x,8,98 F6 F4 FF 33 00 B1 C0 
13:13:35:2652,Rx,1,0x5601069,x,8,98 F6 F4 FF 32 00 B1 C0 
13:13:35:2702,Rx,1,0x5601069,x,8,98 F6 F4 FF 32 00 B1 C0 
13:13:35:2752,Rx,1,0x5601069,x,8,98 F6 F3 FF 31 00 B1 C0 
13:13:35:2802,Rx,1,0x5601069,x,8,97 F6 F3 FF 31 00 B1 C0 
13:13:35:2852,Rx,1,0x5601069,x,8,97 F6 F3 FF 30 00 B1 C0 
13:13:35:2902,Rx,1,0x5601069,x,8,97 F6 F3 FF 30 00 B1 C0 
13:13:35:2952,Rx,1,0x5601069,x,8,97 F6 F2 FF 2F 00 B1 C0 
13:13:35:3002,Rx,1,0x5601069,x,8,97 F6 F2 FF 2F 00 B1 C0 
13:13:35:3062,Rx,1,0x5601069,x,8,97 F6 F2 FF 2E 00 B1 C0 
13:13:35:3102,Rx,1,0x5601069,x,8,97 F6 F2 FF 2E 00 B1 C0 
13:13:35:3162,Rx,1,0x5601069,x,8,97 F6 F2 FF 2D 00 B1 C0 
13:13:35:3212,Rx,1,0x5601069,x,8,97 F6 F2 FF 2D 00 B1 C0 
13:13:35:3262,Rx,1,0x5601069,x,8,96 F6 F2 FF 2C 00 B1 C0 
13:13:35:3312,Rx,1,0x5601069,x,8,96 F6 F1 FF 2C 00 B1 C0 
13:13:35:3362,Rx,1,0x5601069,x,8,96 F6 F1 FF 2C 00 B1 C0 
13:13:35:3412,Rx,1,0x5601069,x,8,96 F6 F1 FF 2C 00 B1 C0 
13:13:35:3462,Rx,1,0x5601069,x,8,96 F6 F1 FF 2B 00 B1 C0 
13:13:35:3512,Rx,1,0x5601069,x,8,96 F6 F0 FF 2B 00 B1 C0 
13:13:35:3572,Rx,1,0x5601069,x,8,96 F6 F0 FF 2A 00 B1 C0 
13:13:35:3612,Rx,1,0x5601069,x,8,96 F6 F0 FF 2A 00 B1 C0 
13:13:35:3662,Rx,1,0x5601069,x,8,96 F6 F0 FF 29 00 B1 C0 
13:13:35:3712,Rx,1,0x5601069,x,8,95 F6 F0 FF 29 00 B1 C0 
13:13:35:3762,Rx,1,0x5601069,x,8,95 F6 F0 FF 28 00 B1 C0 
13:13:35:3812,Rx,1,0x5601069,x,8,95 F6 04 00 36 00 B1 C0 
13:13:35:3872,Rx,1,0x5601069,x,8,95 F6 04 00 36 00 B1 C0 
13:13:35:3922,Rx,1,0x5601069,x,8,95 F6 04 00 36 00 B1 C0 
13:13:35:3972,Rx,1,0x5601069,x,8,95 F6 03 00 35 00 B1 C0 
13:13:35:4012,Rx,1,0x5601069,x,8,95 F6 03 00 35 00 B1 C0 
13:13:35:4072,Rx,1,0x5601069,x,8,94 F6 02 00 34 00 B1 C0 
13:13:35:4122,Rx,1,0x5601069,x,8,94 F6 02 00 34 00 B1 C0 
13:13:35:4172,Rx,1,0x5601069,x,8,94 F6 01 00 33 00 B2 C0 
13:13:35:4222,Rx,1,0x5601069,x,8,94 F6 01 00 33 00 B2 C0 
13:13:35:4272,Rx,1,0x5601069,x,8,94 F6 01 00 33 00 B2 C0 
13:13:35:4322,Rx,1,0x5601069,x,8,93 F6 01 00 33 00 B2 C0 
13:13:35:4372,Rx,1,0x5601069,x,8,93 F6 00 00 33 00 B2 C0 
13:13:35:4422,Rx,1,0x5601069,x,8,93 F6 00 00 32 00 B2 C0 
13:13:35:4472,Rx,1,0x5601069,x,8,93 F6 FF FF 32 00 B2 C0 
13:13:35:4522,Rx,1,0x5601069,x,8,93 F6 FF FF 31 00 B2 C0 
13:13:35:4572,Rx,1,0x5601069,x,8,92 F6 FE FF 31 00 B2 C0 
13:13:35:4632,Rx,1,0x5601069,x,8,92 F6 FE FF 30 00 B2 C0 
13:13:35:4682,Rx,1,0x5601069,x,8,92 F6 FD FF 30 00 B2 C0 
13:13:35:4732,Rx,1,0x5601069,x,8,92 F6 FD FF 2F 00 B2 C0 
13:13:35:4782,Rx,1,0x5601069,x,8,91 F6 FC FF 2F 00 B2 C0 
13:13:35:4832,Rx,1,0x5601069,x,8,91 F6 FC FF 2E 00 B2 C0 
